Country,Year,Series,Value
Italy,2016,Domestic general government health expenditure (% of total government expenditure),13.5107
Italy,2017,Domestic general government health expenditure (% of total government expenditure),13.4217
Jamaica,2000,Current health expenditure (% of GDP),5.769
Jamaica,2005,Current health expenditure (% of GDP),4.4378
Jamaica,2010,Current health expenditure (% of GDP),5.0062
Jamaica,2015,Current health expenditure (% of GDP),5.6551
Jamaica,2016,Current health expenditure (% of GDP),5.7347
Jamaica,2017,Current health expenditure (% of GDP),5.9884
Jamaica,2000,Domestic general government health expenditure (% of total government expenditure),11.8415
Jamaica,2005,Domestic general government health expenditure (% of total government expenditure),7.6383
Jamaica,2010,Domestic general government health expenditure (% of total government expenditure),9.0174
Jamaica,2015,Domestic general government health expenditure (% of total government expenditure),12.8956
Jamaica,2016,Domestic general government health expenditure (% of total government expenditure),12.8464
Jamaica,2017,Domestic general government health expenditure (% of total government expenditure),13.3156
Japan,2000,Current health expenditure (% of GDP),7.1509
Japan,2005,Current health expenditure (% of GDP),7.7807
Japan,2010,Current health expenditure (% of GDP),9.1568
Japan,2015,Current health expenditure (% of GDP),10.8855
Japan,2016,Current health expenditure (% of GDP),10.8255
Japan,2017,Current health expenditure (% of GDP),10.9359
Japan,2000,Domestic general government health expenditure (% of total government expenditure),15.3289
Japan,2005,Domestic general government health expenditure (% of total government expenditure),17.7834
Japan,2010,Domestic general government health expenditure (% of total government expenditure),18.94
Japan,2015,Domestic general government health expenditure (% of total government expenditure),23.2067
Japan,2016,Domestic general government health expenditure (% of total government expenditure),23.2058
Japan,2017,Domestic general government health expenditure (% of total government expenditure),23.6443
Jordan,2000,Current health expenditure (% of GDP),9.6349
Jordan,2005,Current health expenditure (% of GDP),8.8627
Jordan,2010,Current health expenditure (% of GDP),8.3893
Jordan,2015,Current health expenditure (% of GDP),7.5932
Jordan,2016,Current health expenditure (% of GDP),7.1671
Jordan,2017,Current health expenditure (% of GDP),8.1193
Jordan,2000,Domestic general government health expenditure (% of total government expenditure),12.6891
Jordan,2005,Domestic general government health expenditure (% of total government expenditure),11.7867
Jordan,2010,Domestic general government health expenditure (% of total government expenditure),17.0206
Jordan,2015,Domestic general government health expenditure (% of total government expenditure),12.2197
Jordan,2016,Domestic general government health expenditure (% of total government expenditure),12.2197
Jordan,2017,Domestic general government health expenditure (% of total government expenditure),12.392
Kazakhstan,2000,Current health expenditure (% of GDP),4.1603
Kazakhstan,2005,Current health expenditure (% of GDP),3.9017
Kazakhstan,2010,Current health expenditure (% of GDP),2.7408
Kazakhstan,2015,Current health expenditure (% of GDP),3.0457
Kazakhstan,2016,Current health expenditure (% of GDP),3.4348
Kazakhstan,2017,Current health expenditure (% of GDP),3.1254
Kazakhstan,2000,Domestic general government health expenditure (% of total government expenditure),9.2461
Kazakhstan,2005,Domestic general government health expenditure (% of total government expenditure),11.4431
Kazakhstan,2010,Domestic general government health expenditure (% of total government expenditure),8.3162
Kazakhstan,2015,Domestic general government health expenditure (% of total government expenditure),8.4248
Kazakhstan,2016,Domestic general government health expenditure (% of total government expenditure),9.5875
Kazakhstan,2017,Domestic general government health expenditure (% of total government expenditure),7.8694
Kenya,2000,Current health expenditure (% of GDP),4.6392
Kenya,2005,Current health expenditure (% of GDP),5.3144
Kenya,2010,Current health expenditure (% of GDP),6.1168
Kenya,2015,Current health expenditure (% of GDP),5.2194
Kenya,2016,Current health expenditure (% of GDP),5.0186
Kenya,2017,Current health expenditure (% of GDP),4.8025
Kenya,2000,Domestic general government health expenditure (% of total government expenditure),7.1053
Kenya,2005,Domestic general government health expenditure (% of total government expenditure),6.9133
Kenya,2010,Domestic general government health expenditure (% of total government expenditure),7.3167
Kenya,2015,Domestic general government health expenditure (% of total government expenditure),7.7501
Kenya,2016,Domestic general government health expenditure (% of total government expenditure),7.9521
Kenya,2017,Domestic general government health expenditure (% of total government expenditure),7.9821
Kiribati,2000,Current health expenditure (% of GDP),8.645
Kiribati,2005,Current health expenditure (% of GDP),11.5077
Kiribati,2010,Current health expenditure (% of GDP),9.2072
Kiribati,2015,Current health expenditure (% of GDP),7.9882
Kiribati,2016,Current health expenditure (% of GDP),9.3204
Kiribati,2017,Current health expenditure (% of GDP),10.7576
Kiribati,2000,Domestic general government health expenditure (% of total government expenditure),11.4062
Kiribati,2005,Domestic general government health expenditure (% of total government expenditure),11.4062
Kiribati,2010,Domestic general government health expenditure (% of total government expenditure),10.295
Kiribati,2015,Domestic general government health expenditure (% of total government expenditure),6.6897
Kiribati,2016,Domestic general government health expenditure (% of total government expenditure),6.4702
Kiribati,2017,Domestic general government health expenditure (% of total government expenditure),6.8516
Kuwait,2000,Current health expenditure (% of GDP),2.5149
Kuwait,2005,Current health expenditure (% of GDP),2.3776
Kuwait,2010,Current health expenditure (% of GDP),2.757
Kuwait,2015,Current health expenditure (% of GDP),4.0147
Kuwait,2016,Current health expenditure (% of GDP),3.9735
Kuwait,2017,Current health expenditure (% of GDP),5.2914
Kuwait,2000,Domestic general government health expenditure (% of total government expenditure),5.2246
Kuwait,2005,Domestic general government health expenditure (% of total government expenditure),6.7521
Kuwait,2010,Domestic general government health expenditure (% of total government expenditure),5.2162
Kuwait,2015,Domestic general government health expenditure (% of total government expenditure),6.2063
Kuwait,2016,Domestic general government health expenditure (% of total government expenditure),6.2063
Kuwait,2017,Domestic general government health expenditure (% of total government expenditure),8.9203
Kyrgyzstan,2000,Current health expenditure (% of GDP),4.4141
Kyrgyzstan,2005,Current health expenditure (% of GDP),7.4501
Kyrgyzstan,2010,Current health expenditure (% of GDP),6.9503
Kyrgyzstan,2015,Current health expenditure (% of GDP),7.1493
Kyrgyzstan,2016,Current health expenditure (% of GDP),6.4125
Kyrgyzstan,2017,Current health expenditure (% of GDP),6.1859
Kyrgyzstan,2000,Domestic general government health expenditure (% of total government expenditure),7.064
Kyrgyzstan,2005,Domestic general government health expenditure (% of total government expenditure),13.0699
Kyrgyzstan,2010,Domestic general government health expenditure (% of total government expenditure),9.2036
Kyrgyzstan,2015,Domestic general government health expenditure (% of total government expenditure),7.0726
